GameId,GameName,Description
230802,Azul,"Introduced by the Moors, azuleijos (originally white and blue ceramic tiles) were fully embraced by the Portuguese when their king Manuel I, on a visit to the Alhambra palace in Southern Spain, was mesmerized by the stunning beauty of the Moorish decorative tiles. The king, awestruck by the interior beauty of the Alhambra, immediately ordered that his own palace in Portugal be decorated with similar wall tiles. As a tile-laying artist, you have been challenged to embellish the walls of the Royal Palace of Evora.<br/><br/>In the game Azul, players take turns drafting colored tiles from suppliers to their player board. Later in the round, players score points based on how they've placed their tiles to decorate the palace. Extra points are scored for specific patterns and completing sets; wasted supplies harm the player's score. The player with the most points at the end of the game wins.<br/><br/>"
287954,Azul: Summer Pavilion,"At the turn of the 16th Century, King Manuel I commissioned Portugal's greatest artisans to construct grandiose buildings. After completing the Palaces of Evora and Sintra, the king sought to build a summer pavilion to honor the most famous members of the royal family. This construction was intended for the most talented artisans &mdash; whose skills meet the splendor that the royal family deserves. Sadly, King Manuel I died before construction ever began.<br/><br/>In Azul: Summer Pavilion, players return to Portugal to accomplish the task that never began. As a master artisan, you must use the finest materials to create the summer pavilion while carefully avoiding wasting supplies. Only the best will rise to the challenge to honor the Portuguese royal family.<br/><br/>Azul: Summer Pavilion lasts six rounds, and in each round players draft tiles, then place them on their individual player board to score points. Each of the six colors of tiles is wild during one of the rounds.<br/><br/>At the start of each round, draw tiles at random from the bag to refill each of the five, seven, or nine factories with four tiles each. Draw tiles as needed to refill the ten supply spaces on the central scoring board. Players then take turns drafting tiles. You can choose to take all of the tiles of a non-wild color on a factory and place them next to your board; if any wild tiles are on this factory, you must take one of them. Place all remaining tiles in the center of the table. Alternatively, you can take all tiles of a non-wild color from the center of play; you must also take one wild tile, if present.<br/><br/>After all tiles have been claimed, players then take turns placing tiles on their individual boards. Each board depicts seven stars that would be composed of six tiles; each space on a star shows a number from 1-6, and six of the stars are for tiles of a single color while the seventh will be composed of one tile of each color. To place a tile on the blue 5, for example, you must discard five blue or wild tiles from next to your player board (with at least one blue being required), placing one blue tile in the blue 5 space and the rest in the discard tower. You score 1 point for this tile and 1 point for each tile within this star connected to the newly placed tile.<br/><br/>If you completely surround a pillar, statue, or window on your game board with tiles, you get an immediate bonus, taking 1-3 tiles from the central supply spaces and placing them next to your board. At the end of the round, you can carry over at most four tiles to the next round; discard any others, losing 1 point for each such tile.<br/><br/>After six rounds, you score a bonus for each of the seven stars that you've filled completely. Additionally, you score a bonus for having covered all seven spaces of value 1, 2, 3 or 4. You lose 1 point for each remaining tile unused, then whoever has the most points wins.<br/><br/>&mdash;description from the publisher<br/><br/>"
302388,Back to the Future: Back in Time,"&quot;Wait a minute, Doc, are you telling me you built a time machine...out of a DeLorean?&quot;<br/><br/>The photo of the McFly family is slowly fading... It's 1955, and you're wrapped up in a time paradox with Biff, Lorraine, George, and Doc Brown! Cooperate to move around Hill Valley to get the DeLorean ready, avoid Biff and his gang, help George and Lorraine fall in love, and crank the DeLorean up to 88 MPH &mdash; all just in time for the lightning to strike the Clock Tower, sending you back to the future!<br/><br/>In the fully co-operative game Back to the Future: Back in Time, each player takes on the role of a major character from the movie: Marty McFly, Doc Brown, Jennifer Parker, or Einstein the dog. The objective of the game is to have the characters move around 1955 Hill Valley, collecting certain items in an effort to fix Doc's famous DeLorean time machine, defeat Biff Tannen and his gang of trouble-making friends, while ensuring that Marty's parents fall in love. Only when that is accomplished can players then accelerate the DeLoreon to 88 MPH down Main Street before the clock tower strikes 10:04 pm!<br/><br/>&mdash;description from the publisher<br/><br/>"
27225,Bananagrams,"Bananagrams is a fast and fun word game that requires no pencil, paper or board, and the tiles come in a fabric banana-shaped carrying pouch. One hand can be played in as little as five minutes. Much like Pick Two!, but without the letter values.<br/><br/>Using a selection of 144 plastic letter tiles in the English edition, each player works independently to create their own 'crossword' faster than one's opponents. When a player uses up all their letters, all players take a new tile from the pool. The object of the game is to be the first to complete a word grid after the &quot;bunch&quot; of tiles has been depleted.<br/><br/>There are variants included in the instructions, such as Banana Smoothie and Banana cafe for limited set skills or space-deprived places, and the game is suitable for solo play.<br/><br/>"
2453,Blokus,"Blokus (officially pronounced &quot;Block us&quot;) is an abstract strategy game with transparent, Tetris-shaped, colored pieces that players are trying to play onto the board.  The only caveat to placing a piece is that it may not lie adjacent to your other pieces, but instead must be placed touching at least one corner of your pieces already on the board.<br/><br/>There is a solitaire variation where one player tries to get rid of all the pieces in a single sitting.<br/><br/>Goal of the Game:<br/><br/>Each player has to fit as many of his/her 21 pieces on the board as possible.<br/><br/>Components:<br/>Blokus Game Board (400 squares)<br/>84 game pieces (four 21-piece sets of red, green, blue, and yellow)<br/>Each color inlcudes:<br/><br/>     1 one-square piece<br/>     1 piece with 2 squares<br/>     2 pieces with 3 squares<br/>     5 pieces with 4 squares<br/>     12 pieces with 5 squares<br/><br/><br/>"
231696,Bob Ross: Art of Chill Game,"If you want to paint with Bob Ross, you need to be chill, so whoever reaches maximum chill first in Bob Ross: Art of Chill Game wins.<br/><br/>In the game, each player starts with three art supplies cards, with each card showing one of seven paints and one of four tools. (Some cards are jokers that serve as any color, but no tool.) Take one of the large double-sided painting cards, place it on the easel, and place Bob on the first space on the painting track.<br/><br/>On a turn, the active player rolls the die and either draws an art supplies card, plays a paint to their palette, receives an extra action for the turn (four total), or both draws a &quot;Chill&quot; card and advances Bob on the painting track. Chill cards give all players a bonus, set up conditions that could give players extra points, and more.<br/><br/>The player then takes three actions. Actions include drawing an art supplies cards, discarding two matching cards to claim the matching technique card (which is worth 2 points and 1 bonus point when used), sweep the art supplies card row, place a paint on their palette, wash half their palette, or complete a section of a painting. To take this latter action, the player needs to have all of the paint needed for one of the painting's three sections on their palette with no unneeded colors mixed in! The player scores points equal to the number of paints used, bonus points if they're the first or second to paint this, and additional points if they've painted this feature before Bob (i.e., did you paint this before the Bob figure reaches this space on the painting track.<br/><br/>When someone has completed all three features on a painting or Bob has reached the end of the painting track, this work is complete! Remove it from the easel, and start a new painting. Players continue to take turns until someone reaches a maximum chill of 30 points, at which point they win the game instantly.<br/><br/>"
332386,Brew,"Bring balance back to the forest!<br/><br/>Time is broken and shattered. The seasons all exist at once, and day and night have no real cycle &mdash; they rotate at the whim of the forest. This enchanted land has been driven into chaos and it's up to you, the cunning mystics of the forest, to tame extraordinary woodland creatures and use your magic to bring back balance.<br/><br/>In Brew, players must choose how to use element dice, either to take back control of as many seasons as possible in an area-control game or to procure goods at the local village in a worker-placement game. Recruiting woodland creatures and brewing potions can help offset chance die-rolls or create an engine to help you tame the lands.<br/><br/>"
184921,Bunny Kingdom,"Peace has come at last to the great Bunny Kingdom! Lead your clan of rabbits to glory by gathering resources and building new cities across the land!<br/><br/>Draft cards and pick the right ones to position your warrens on the 100 squares of the board, provide resources to your colonies, build new cities to increase your influence, and plan your strategy to score big at the end of the game. Settle in lakesides or fields to collect water and grow carrots, gather mushrooms in the green forest, and climb the highest mountains to discover rare and precious resources... Secretly rally rabbit lords and recruit skillful masters to make your cities and resources even more valuable at the end of the game.<br/><br/>After each turn, your groups of contiguous warrens grant you points depending on the cities and different resources they include. The game ends after 4 rounds, and the player with the most points wins the game.<br/><br/>"
822,Carcassonne,"Carcassonne is a tile-placement game in which the players draw and place a tile with a piece of southern French landscape on it. The tile might feature a city, a road, a cloister, grassland or some combination thereof, and it must be placed adjacent to tiles that have already been played, in such a way that cities are connected to cities, roads to roads, etcetera. Having placed a tile, the player can then decide to place one of their meeples on one of the areas on it: on the city as a knight, on the road as a robber, on a cloister as a monk, or on the grass as a farmer. When that area is complete, that meeple scores points for its owner.<br/><br/>During a game of Carcassonne, players are faced with decisions like: &quot;Is it really worth putting my last meeple there?&quot; or &quot;Should I use this tile to expand my city, or should I place it near my opponent instead, giving him a hard time to complete their project and score points?&quot; Since players place only one tile and have the option to place one meeple on it, turns proceed quickly even if it is a game full of options and possibilities.<br/><br/>First game in the Carcassonne series.<br/><br/>"
164127,Carcassonne Big Box 5,"Carcassonne is a tile-placement game in which the players draw and place a tile with a piece of southern French landscape on it. The tile might feature a city, a road, a cloister, grassland or some combination thereof, and it must be placed adjacent to tiles that have already been played, in such a way that cities are connected to cities, roads to roads, etcetera. Having placed a tile, the player can then decide to place one of his meeples on one of the areas on it: on the city as a knight, on the road as a robber, on a cloister as a monk, or on the grass as a farmer. When that area is complete, that meeple scores points for its owner.<br/><br/>During a game of Carcassonne, players are faced with decisions like: &quot;Is it really worth putting my last meeple there?&quot; or &quot;Should I use this tile to expand my city, or should I place it near my opponent instead, giving him a hard time to complete his project and score points?&quot; Since players place only one tile and have the option to place one meeple on it, turns proceed quickly even if it is a game full of options and possibilities.<br/><br/>This Big Box is the same size as other Big Boxes, but with a slightly different component mix. This big box includes the basic game, Inns &amp; Cathedrals, Traders &amp; Builders, Wheel of Fortune, Hills &amp; Sheep and The River. It also includes two extra sets of meeples - one pink and one purple.<br/><br/>"
89952,Carcassonne: 10 Year Special Edition,"The Spiel des Jahres-winning, genre-defining, spinoff-inducing tile-laying game Carcassonne turned ten in 2011. To mark the occasion, publisher Hans im Gl&uuml;ck released Carcassonne Jubil&auml;umsedition, a special edition of the game packaged in a giant blue meeple-shaped case that included: the original game; a meeple-shaped scoreboard; colored, translucent meeples; and the small expansion 'The Festival' which comprises 10 new land tiles with their own special rules.<br/><br/>Part of the Carcassonne series of games.<br/><br/>"
13,CATAN,"In CATAN (formerly The Settlers of Catan), players try to be the dominant force on the island of Catan by building settlements, cities, and roads. On each turn dice are rolled to determine what resources the island produces. Players build by spending resources (sheep, wheat, wood, brick and ore) that are depicted by these resource cards; each land type, with the exception of the unproductive desert, produces a specific resource: hills produce brick, forests produce wood, mountains produce ore, fields produce wheat, and pastures produce sheep.<br/><br/>Setup includes randomly placing large hexagonal tiles (each showing a resource or the desert) in a honeycomb shape and surrounding them with water tiles, some of which contain ports of exchange. Number disks, which will correspond to die rolls (two 6-sided dice are used), are placed on each resource tile. Each player is given two settlements (think: houses) and roads (sticks) which are, in turn, placed on intersections and borders of the resource tiles. Players collect a hand of resource cards based on which hex tiles their last-placed house is adjacent to. A robber pawn is placed on the desert tile.<br/><br/>A turn consists of possibly playing a development card, rolling the dice, everyone (perhaps) collecting resource cards based on the roll and position of houses (or upgraded cities&mdash;think: hotels) unless a 7 is rolled, turning in resource cards (if possible and desired) for improvements, trading cards at a port, and trading resource cards with other players. If a 7 is rolled, the active player moves the robber to a new hex tile and steals resource cards from other players who have built structures adjacent to that tile.<br/><br/>Points are accumulated by building settlements and cities, having the longest road and the largest army (from some of the development cards), and gathering certain development cards that simply award victory points. When a player has gathered 10 points (some of which may be held in secret), he announces his total and claims the win.<br/><br/>CATAN has won multiple awards and is one of the most popular games in recent history due to its amazing ability to appeal to experienced gamers as well as those new to the hobby.<br/><br/>Die Siedler von Catan was originally published by KOSMOS and has gone through multiple editions. It was licensed by Mayfair and has undergone four editions as The Settlers of Catan. In 2015, it was formally renamed CATAN to better represent itself as the core and base game of the CATAN series. It has been re-published in two travel editions, portable edition and compact edition, as a special gallery edition (replaced in 2009 with a family edition), as an anniversary wooden edition, as a deluxe 3D collector's edition, in the basic Simply Catan, as a beginner version, and with an entirely new theme in Japan and Asia as Settlers of Catan: Rockman Edition. Numerous spin-offs and expansions have also been made for the game.<br/><br/>"
102794,Caverna,"Following along the same lines as its predecessor (Agricola), Caverna: The Cave Farmers is a worker-placement game at heart, with a focus on farming. In the game, you are the bearded leader of a small dwarf family that lives in a little cave in the mountains. You begin the game with a farmer and his spouse, and each member of the farming family represents an action that the player can take each turn. Together, you cultivate the forest in front of your cave and dig deeper into the mountain. You furnish the caves as dwellings for your offspring as well as working spaces for small enterprises.<br/><br/>It's up to you how much ore you want to mine. You will need it to forge weapons that allow you to go on expeditions to gain bonus items and actions. While digging through the mountain, you may come across water sources and find ore and ruby mines that help you increase your wealth. Right in front of your cave, you can increase your wealth even further with agriculture: You can cut down the forest to sow fields and fence in pastures to hold your animals. You can also expand your family while running your ever-growing farm. In the end, the player with the most efficiently developed home board wins.<br/><br/>You can also play the solo variant of this game to familiarize yourself with the 48 different furnishing tiles for your cave.<br/><br/>Caverna: The Cave Farmers, which has a playing time of roughly 30 minutes per player, is a complete redesign of Agricola that substitutes the card decks from the former game with a set of buildings while adding the ability to purchase weapons and send your farmers on quests to gain further resources. Designer Uwe Rosenberg says that the game includes parts of Agricola, but also has new ideas, especially the cave part of your game board, where you can build mines and search for rubies. The game also includes two new animals: dogs and donkeys.<br/><br/>"
113428,Cazadores de Fosiles,"Players take the roles of paleontologists; exploring several dig sites around the world, collecting fossils to complete dinosaur specimens and delivering them to museums.<br/><br/>The objective of the game is to gain victory points which can be gained by completing dinosaur specimens, claiming finished missions and selling fossils.<br/><br/>Each turn players can move their boats, dig to find fossils, buy fossils, load or unload their boats, claim a finished mission or take up new missions.<br/><br/>The game ends as soon as the fossil pieces  run out, at which point the player with the most victory points is the winner.<br/><br/>"
270970,Century: A New World,"Century: A New World is the third and final installment of the Century series from designer Emerson Matsuuchi.<br/><br/>Century: A New World sends players to the Americas at the dawn of the 16th century. Braving the wilderness, players are forced to explore new lands, trade with local inhabitants, journal their findings, and hunt/gather to survive! The game integrates the compelling and incredibly fun resource trading mechanisms found in the Century series with a worker placement mechanism with a twist!<br/><br/>Century: A New World may be combined with Century: Spice Road or Century: Eastern Wonders or both for all new mixable games.<br/><br/>"
38194,Cheaty Mages!,"The card game Cheaty Mages puts you in the role of a wizard who has come to watch and bet on monsters fighting in an arena. Of course, you have all of your spells to help the monsters you've bet on win (or harm the monsters fighting against yours) &ndash; but then again, so do all of the other players, too! What's more, judges line the arena during combat and if players push things too far with their cheating spells, a judge might intervene and dispel &ndash; or even eject &ndash; the fighter! Who will walk away with the largest pile of gold?<br/><br/>"
11971,Cockroach Poker,"Cockroach Poker is a reverse set collection game that has nothing to do with poker &ndash; except that the game is all about bluffing, with cards that show cockroaches, rats and stink bugs. The goal is to force another player to collect 4 of any one type of critter.<br/><br/>The deck includes 64 cards, with eight copies of eight types of critters. To set up the game, shuffle the deck and deal the cards out to players.<br/><br/>On a turn, a player takes one card from his hand, lays it face down on the table, slides it to a player of his choice, and declares a type of critter, e.g., &quot;Stink bug&quot;. The player receiving the card either<br/><br/><br/>     Accepts the card, says either &quot;true&quot; or &quot;false&quot;, then reveals the card. If this player is wrong in her claim, she keeps the card on the table in front of her face up; if she is right, the player who gave her the card places it face up before him.<br/><br/><br/><br/>     Peeks at the card, then passes it face down to another player, either saying the original type of critter or saying a new type. This new player again has the choice of accepting the card or passing it, unless the card has already been seen by all other players in which case the player must take the first option.<br/><br/><br/>Whoever lost a challenge and had to place the card before him on the table begins the next round.<br/><br/>The game ends when a player has no cards to pass on his turn or when a player has four cards of the same critter on the table in front of him. In either case, this player loses and everyone else wins.<br/><br/>"
32341,Cockroach Salad,"In Cockroach Salad players create a common salad packed with lettuce, peppers, tomatoes and cauliflower &ndash; but they won't always be saying which ingredient they're adding to the bowl!<br/><br/>The 128 cards &ndash; 120 vegetable cards in the four types and eight &quot;taboo&quot; vegetable cards, two of each type that bear cockroaches &ndash; are shuffled and divided among the players. On a turn, a player plays the top card from his deck onto the central pile of cards, naming the vegetable as he plays it, e.g., &quot;Pepper!&quot; &ndash; except in the following situations:<br/><br/>&bull; If his vegetable matches the previously played vegetable, the player must lie.<br/>&bull; If his vegetable matches the claim made by the previous player (perhaps because that player lied), then the player must lie.<br/>&bull; If he plays a taboo card, he shouts &quot;Cockroach!&quot; and the next player starts a new pile next to the first one so that the taboo card remains visible.<br/>&bull; If his vegetable matches a visible taboo card, he must lie.<br/><br/>Make a mistake or stumble or hesitate too long, and a player must pick up all cards played to that point in the game. The first player to run out of cards wins!<br/><br/>Can be combined with Kakerlakensuppe.<br/><br/>"
198773,Codenames: Pictures,"What are these strange symbols on the map? They are code for locations where spies must contact secret agents!<br/><br/>Two rival spymasters know the agent in each location. They deliver coded messages telling their field operatives where to go for clandestine meetings. Operatives must be clever. A decoding mistake could lead to an unpleasant encounter with an enemy agent &ndash; or worse, with the assassin! Both teams race to contact all their agents, but only one team can win.<br/><br/>Codenames: Pictures differs from the original Codenames in that the agents are no longer represented by a single word, but by an image that contains multiple elements.<br/><br/>"
42685,Connect 4x4,"CONNECT 4x4 enhances the classic four-in-a-row game with more competition and strategy in the first-ever four player edition. A clear double-decker checker grid replaces the standard grid, allowing players to win by playing four-in-a-row in a horizontal, vertical or diagonal line on either side of the grid or by weaving through one side of the grid to the other. Look closely to find ways to connect the ringed checkers that may be unseen by your opponents. Or, act defensively and play the new block checker to prevent an opponent from scoring what might be a winning move.<br/><br/>"
245476,CuBirds,"Every day, dozens of birds have a stop on the fences of our countryside. When it is time to leave, all these birds mix together, unable to organize themselves into flocks to fly home. Help them find their way back to their nest.<br/><br/>Players begin each new round of CuBirds with eight bird cards in hand. Some birds also sit on four distinct fences on the table. On your turn, you lay a series of identical birds from your hand on one fence's extremity. These birds instantly gather with any identical bird already present on this fence, making all birds placed in-between them fly into your hand. With enough identical birds in your hand, you can perform a flock, allowing you to add some of these birds in your scoring area.<br/><br/>Your ultimate goal is to be the first player to gather in your scoring area either seven different species, or two species with at least three identical birds in each. Each bird comes with one small and one big flock scores, so you may want to wait to reach a big flock to add more birds at once to your scoring area. Beware, though, as the round ends as soon as a player empties their hand, forcing all players to discard their current hands and plans!<br/><br/>"
